,url,ref,name,price,rating,review_count,type,level,user,description
14,https://freeglisse.com/fr/ski-occasion-junior-pas-cher/1795-ski-occasion-junior-toutes-marques-a-19-fixations.html,1795,Ski occasion junior toutes marques à 19 € + Fixations,19,4, 6,All mountain,Loisir sport,Junior,"Nous déstockons un lot important de skis juniors de location au prix de 19 € la paire, ancienneté de plus de 5ans. Ski de seconde main très bon marché parfait pour débutant et niveau supérieur. Malgré leur ancienneté ils sont encore capables de remplir leur fonction première : descendre les pistes.Marques : Rossignol, Salomon, Dynastar, Head, Blizzard, Atomic, Dynamic, Techno....Nous envoyons une paire de skis du lot sans possibilité de choix ni d'envoi de photos."
15,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/12048-ski-occasion-head-xrc-800-fixations.html,12048,Ski occasion Head XRC 800 + fixations,25,5, 1,Piste,Loisir,Mixte,Le I Xrc 800 RF ouvre l'accès à tout l'univers du ski moderne sans poser de préalables insurmontables en termes de technique de glisse.Le I Xrc 800 = polyvalence.Lignes de cotes: 117 70 101Rayon de 14.5m (varie selon la taille du ski)Prix neuf nu: 450 euros
16,https://freeglisse.com/fr/ski-occasion-junior-loisir/14251-ski-occasion-junior-head-super-power-fixations.html,14251,Ski occasion Junior Head Super Power + Fixations,25,,,Piste,Loisir,Mixte,"Le SuperPower est le ski idéal pour les petits voulant progresser. En terme de design, de performance et de géométrie, la technologie Era 2.0 n'a rien à envier à son grand frère era 3.0, si ce n'est le ""Rebond"" dû aux fibres piézoélectriques.Année : 2016Prix neuf : 185 €Lignes de côte : 108 67 94Rayon de 6.9 m pour un ski de 117 cm"
17,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/12006-ski-occasion-stuf-s2k-fixations.html,12006,Ski occasion Stuf S2K + fixations,25,3, 1,Piste,Débutant,Mixte,"Le S2k est un ski très maniable et efficace pour faire ses premiers virages en toute sécurité, pour une pratique tranquille et sans effort."
18,https://freeglisse.com/fr/ski-occasion-junior-performance/12444-ski-occasion-junior-head-supershape-super-team-fixations.html,12444,Ski occasion junior Head Supershape Super team + fixations,25.000001,5, 1,Piste,Loisir,Junior,"Un ski léger, typé vitesse avec un flex performant et tolérant pour les juniors.Le design peut changer légèrement selon la taille du ski."
19,https://freeglisse.com/fr/ski-occasion-junior-loisir/14216-ski-occasion-junior-elan-integra-race-fixations.html,14216,Ski occasion junior Elan Integra Race + fixations,25.000001,,,Piste,Performant,Junior,"Ski agréable et très maniable, pour prendre un maximum de plaisir sur les pistes.Lignes de côte : 100 66 91Rayon de 12.7 m pour un ski de 140 cm"
20,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/15154-ski-occasion-salomon-crossmax-7-fixations.html,15154,Ski occasion Salomon Crossmax 7+ fixations,25,,,Piste,Loisir,Mixte,"Un bon ski loisir performant, qui aime les grands espaces et les changements de situation (alternance virages / grandes courbes).A l'aise sur tout type de terrain, ce ski est pour un skieur intermédiaire qui cherche à se perfectionner.Ligne de côtes: 107-69-102"
21,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/15710-ski-occasion-salomon-streetracer-gris-fixations.html,15710,Ski occasion Salomon Streetracer Gris + fixations,25.000001,,,Piste,Loisir sport,Mixte,"Ski léger et vif, il est parfait pour l’initiation et le perfectionnement sur piste.Lignes de côte : 119 63 98Rayon de 12.8 m pour un ski de 165 cm"
22,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/15709-ski-occasion-salomon-streetracer-spaceframe-600-fixations.html,15709,Ski occasion Salomon Streetracer Spaceframe 600 + fixations,25.000001,,,Piste,Loisir,Mixte,"Ski léger et vif, il est parfait pour l’initiation et le perfectionnement sur piste.Lignes de côte : 116 66 101Rayon de 10.7 m pour un ski de 148 cm"
23,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/11824-ski-occasion-salomon-x-drive-80-bt-fixations.html,11824,Ski occasion Salomon X Drive 8.0 BT + Fixations,25.000001,3, 2,Piste,Loisir,Mixte,Profitez de l'intégralité du domaine skiable avec ce ski polyvalent et ludique.Lignes de cote: 126-80-109Rayon de 13.6m pour un ski en 170cmAnnée: 2016Prix du ski neuf: 400 euros 
24,https://freeglisse.com/fr/ski-occasion-junior-performance/15923-ski-junior-occasion-head-team-supershape-fixations.html,15923,Ski junior occasion Head Team Supershape + fixations,25.000001,,,All mountain,Débutant,Junior,"Pourvu de la structure Junior Railfelx qui grandit avec votre pointure, ce ski léger, prompt et polyvalent a un flex et une accroche de qualité. Ski pour les mordu de vitesse et d'accroche sur piste.Année : 2009"
25,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/15153-ski-occasion-dynastar-nova-rl-fixations.html,15153,Ski occasion Dynastar NOVA RL + Fixations,25,,,Piste,Performant,Mixte,Ski à faible rayon de courbe idéal pour des virages carvés ou glissés.Ligne de côtes: 110-69-96Rayon de 14m pour les skis en 160cm
26,https://freeglisse.com/fr/ski-occasion-junior-pas-cher/14235-ski-occasion-junior-elan-xrj-fixations.html,14235,Ski occasion junior Elan XRJ + fixations,25,,,Piste,Loisir,Junior,"Avec plus de 15 ans de service, le Elan XRJ est encore capable de mener les jeunes débutants ou les premières étoile sur les piste du domaine skiable. Ski d'occasion bon marché.Lignes de côte : 100 66 91Rayon de 10.7 m pour un ski de 130 cm"
27,https://freeglisse.com/fr/ski-occasion-junior-pas-cher/12484-ski-occasion-junior-volkl-p60-fixations.html,12484,Ski occasion junior Volkl P60 + fixations,29,,,Piste,Loisir,Mixte,Un ski maniable et précis pour ceux qui veulent continuer à progresser.Lignes de côte : 105 65 91 pour un ski de 140 cm
28,https://freeglisse.com/fr/ski-occasion-junior-loisir/14236-ski-occasion-junior-rossignol-bandit-b1-jr-fixations.html,14236,Ski occasion junior Rossignol bandit B1 JR + fixations,29,,,Piste,Loisir,Junior,Ski d'occasion junior ROSSIGNOL Bandit B1 conçu pour le très jeune skieur niveau perfectionnement dont les parents recherchent un ski pour le faire progresser facilement et rapidement.Lignes de côte : 98 64 85Rayon de 16 m pour un ski de 150 cm
29,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13101-ski-occasion-salomon-crossmax-700-fixations.html,13101,Ski occasion Salomon Crossmax 700 + fixations,29,,,Piste,Loisir,Mixte,"Un bon ski loisir performant, qui aime les grands espaces et les changements de situation (alternance virages / grandes courbes).A l'aise sur tout type de terrain, ce ski est pour un skieur intermédiaire qui cherche à se perfectionner.Lignes de côtes : 106 66 97Rayon de 14 m pour un ski de 170 cm"
30,https://freeglisse.com/fr/ski-occasion-junior-loisir/12475-ski-occasion-junior-tecnopro-xt-flyte-fixations.html,12475,Ski occasion junior Tecnopro XT Flyte + fixations,29,,,Piste,Loisir,Junior,Le Tecno pro XT Flyte propose avec ses lignes de côte un peu plus large une pratique du ski en toutes neiges destiné aux jeunes skieur en herbe.Lignes de côte : 115 71 102Rayon de 10.7 m pour un ski de 144 cm
31,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13097-ski-occasion-adulte-atomic-tous-modeles-a-29-fixations.html,13097,Ski occasion adulte Atomic tous modèles à 29€ + Fixations,29,,,All mountain,Loisir,Mixte,Nous déstockons un lot important de skis paraboliques de location de marque Atomic au prix de 29€ la paire (prix d'une journée de location). Attention la photo montre un exemple de ski ce n'est pas ceux que vous recevrez.
32,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13096-ski-occasion-adulte-dynastar-tous-modeles-a-29-fixations.html,13096,Ski occasion adulte dynastar tous modèles à 29€ + Fixations,29,5, 2,Piste,Loisir,Mixte,Nous déstockons un lot important de skis paraboliques de location de marque salomon au prix de 29€ la paire (prix d'une journée de location). Attention la photo montre un exemple de ski ce n'est pas ceux que vous recevrez.
33,https://freeglisse.com/fr/ski-occasion-junior-loisir/14438-ski-occasion-junior-atomic-century-fixations.html,14438,Ski occasion junior Atomic Century + fixations,28.999999,,,Piste,Loisir,Junior,"Conçu pour procurer du plaisir à l’état pur, même en poudreuse, l’Atomic Century est un ski All-Mountain. Ce ski All-Mountain universel est doté d’une géométrie large (patin de 76 à 78 mm) qui offre une portance optimale en poudreuse et facilite l’amorce des virages sur la piste. Le design de ce modèle girl n’a rien à envier à celui de son équivalent pour adulte. Le Century JR II est donc particulièrement destiné aux Juniors qui recherchent un ski extrêmement polyvalent mais qui exigent à tout moment des performances optimales.Année : 2014Prix neuf : 219 €Lignes de côte : 122 85 112Rayon de 14.2 m pour un ski de 150 cm"
34,https://freeglisse.com/fr/ski-occasion-junior-performance/12398-ski-occasion-junior-elan-exarpro-fixations.html,12398,Ski occasion junior Elan Exarpro + fixations,29,5, 1,All mountain,Loisir,Junior,"Le Elan Exar pro est l'outil parfait pour apprendre aux plus petits les joies de la neige. Des technologies adaptées aux besoins des plus jeunes, une garantie de leur faire apprécier leurs premières expériences sur les skis.Lignes de côte : 97 66 88Rayon de 9.9 m pour un ski de 120 cmAttention, le coloris du ski peut varier selon la taille (jaune, vert, rouge, bleu, orange).T.120 ( bleu )T.130 ( vert )T.140 ( jaune )T.150 ( orange )"
35,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13092-ski-occasion-adulte-nordica-tous-modeles-a-29-fixations.html,13092,Ski occasion adulte Nordica tous modèles à 29€ + Fixations,29,5, 1,Piste,Performant,Mixte,Nous déstockons un lot important de skis paraboliques de location de marque Nordica au prix de 29€ la paire (prix d'une journée de location). Attention la photo montre un exemple de ski ce n'est pas ceux que vous recevrez.
36,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/10837-ski-wedze-onebreaker-occasion-fixations.html,10837,Ski Wedze onebreaker occasion + fixations,28.999999,4, 1,Piste,Loisir,Mixte,Matériel idéal pour le skieur débutant ou débrouillé qui souhaite un produit stable et rassurant.Ligne de cotes 114 70 98Rayon de 19 m pour un ski de 180 cm
37,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13090-ski-occasion-adulte-rossignol-tous-modeles-a-29-fixations.html,13090,Ski occasion adulte rossignol tous modèles à 29€ + Fixations,29,5, 1,Piste,Loisir,Mixte,Nous déstockons un lot important de skis paraboliques de location de marque salomon au prix de 29€ la paire (prix d'une journée de location). Attention la photo montre un exemple de ski ce n'est pas ceux que vous recevrez.
38,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13085-ski-occasion-adulte-elan-tous-modeles-a-29-fixations.html,13085,Ski occasion adulte ELAN tous modèles à 29€ + Fixations,29,,,Piste,Loisir,Mixte,Nous déstockons un lot important de skis paraboliques de location de marque ELAN au prix de 29€ la paire (prix d'une journée de location). Attention la photo montre un exemple de ski ce n'est pas ceux que vous recevrez.
39,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13078-ski-occasion-adulte-salomon-tous-modeles-a-29-fixations.html,13078,Ski occasion adulte salomon tous modèles à 29€ + Fixations,29,,,Piste,Loisir,Mixte,Nous déstockons un lot important de skis paraboliques de location de marque salomon au prix de 19€ la paire (prix d'une journée de location). Attention la photo montre un exemple de ski ce n'est pas ceux que vous recevrez.
40,https://freeglisse.com/fr/ski-occasion-junior-loisir/14357-ski-occasion-junior-rossignol-lolita-fixations.html,14357,Ski occasion junior Rossignol lolita + fixations,29,,,Piste,Loisir,Fille,"Le style, c'est les vêtements, mais c'est aussi les skis... Alors pour combler toutes les Lolita, voici un ski super mode mais également très facile et très sécurisant.Année : 2009Prix neuf : 159€Lignes de côte : 97 66 88Rayon de 8 m pour un ski de 110 cm"
41,https://freeglisse.com/fr/ski-occasion-junior-loisir/12429-ski-occasion-junior-atomic-dr-fixations.html,12429,Ski occasion junior Atomic DR + Fixations,29,5, 1,Piste,Loisir,Junior,Le modèle débutant pour la piste. Ski souple et facile pour un contrôle absolu.Le ski junior idéal pour celles ou ceux qui aiment progresser sur piste.
42,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/11410-ski-occasion-dynastar-cr-72-fixations.html,11410,Ski occasion Dynastar CR 72 + fixations,28.999999,2, 1,Piste,Loisir sport,Mixte," Il n'est pas nécessaire d'être un skieur expert pour utiliser pleinement le potentiel du CR 72. Le CR 72 est un ski très facile à prendre en main, qui permettra au skieur intermédiaire de progresser rapidement. Le CR 72 est un vrai « Player », très ludique et maniable, très facile à prendre en main. Equipé de ce ski, vous pourrez enchaîner les petites courbes en toute sécurité. Vous carverez sans même vous en rendre compte ! Lignes de cotes 125 72 106Rayon de 13m pour un ski de 165 cmAnnée: 2014-2015Prix neuf: 399euros"
43,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/15168-ski-occasion-adulte-head-tous-modeles-a-29-fixations.html,15168,Ski occasion adulte Head tous modèles à 29€ + Fixations,29,5, 1,Piste,Performant,Mixte,Nous déstockons un lot important de skis paraboliques de location de marque Head au prix de 29€ la paire (prix d'une journée de location). Attention la photo montre un exemple de ski ce n'est pas ceux que vous recevrez.
44,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/15169-ski-occasion-adulte-fischer-tous-modeles-a-29-fixations.html,15169,Ski occasion adulte Fischer tous modèles à 29€ + Fixations,29,,,Piste,Loisir,Mixte,Nous déstockons un lot important de skis paraboliques de location de marque Fischer au prix de 29€ la paire (prix d'une journée de location). Attention la photo montre un exemple de ski ce n'est pas ceux que vous recevrez.
45,https://freeglisse.com/fr/ski-occasion-junior-pas-cher/12485-ski-occasion-junior-volkl-p60-fixations.html,12485,Ski occasion junior Volkl P60 + fixations,29,,,Piste,Loisir,Mixte,Le modèle P60 de Volkl est un ski taillé pour la piste adapté aux jeunes débutants pour leur apprendre à gérer leurs premiers virages et leurs premières descentes.Lignes de côte : 105 65 91 pour un ski de 130 cm
46,https://freeglisse.com/fr/ski-occasion-junior-pas-cher/14167-ski-occasion-junior-m-en-fish-fixations.html,14167,Ski occasion Junior M'en fish + fixations,29,,,Piste,Loisir,Junior,"Un ski souple et léger pour le débutant ou pour une pratique loisir, à petit prix."
47,https://freeglisse.com/fr/ski-occasion-junior-pas-cher/14288-ski-occasion-junior-salomon-equipe-t-fixations.html,14288,Ski occasion junior Salomon Equipe T + fixations,29,,,Piste,Loisir,Junior,"Salomon EQUIPE T ""Découvrez votre instinct!"" Ski de course pour débutants en compétition. Facile à manier pour une confiance accrue. Facilite la progression sur la neige grâce une maîtrise de la vitesse en douceur.Lignes de côte : 95 64 83Rayon de 14 m pour un ski de 140 cm"
48,https://freeglisse.com/fr/ski-occasion-junior-pas-cher/14312-ski-occasion-junior-rossignol-edge-fixations.html,14312,Ski occasion junior Rossignol Edge + fixations,29,4, 3,Piste,Loisir,Junior,Un ski souple et léger pour les débutants ou pour une pratique loisir sur piste.Lignes de côte : 97 63 86 pour un ski de 140 cm
49,https://freeglisse.com/fr/ski-occasion-junior-pas-cher/14272-ski-occasion-junior-head-xrc-50-orange-fixations.html,14272,Ski occasion junior Head XRC 50 orange + fixations,29,,,Piste,Loisir,Junior,"Avec plus de 10 ans de service, le Head XRC procurera une progression constante sur piste afin de travailler ses virages et permettra même de mordre les abords de piste pour de nouvelles sensations et faire travailler les cuisses des plus jeunes."
50,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/11805-ski-occasion-dynastar-cr-72-fixations.html,11805,Ski occasion Dynastar CR 72 + fixations,29,,,Piste,Loisir,Mixte,"Il n'est pas nécessaire d'être un skieur expert pour utiliser pleinement le potentiel du CR 72. Le ski de piste CR 72 est un ski très facile à prendre en main, qui permettra au skieur intermédiaire de progresser rapidement. Equipés de ce ski, vous pourrez enchaîner les petites courbes en toute sécurité. Vous carverez sans même vous en rendre compte!  Lignes de cotes 125 72 106Rayon de 13m pour un ski de 165 cmAnnée: 2014Prix neuf: 399 euros"
51,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13095-ski-occasion-volkl-sensor-69-fixations.html,13095,Ski occasion Volkl Sensor 6.9 + fixations,28.999999,,,Piste,Loisir sport,Mixte,Ski de piste facile à skier en toute neige pour une progression en douceur.Lignes de cotes : 115 68 100Rayon de 13.8 m pour un ski de 161 cm
52,https://freeglisse.com/fr/ski-occasion-junior-loisir/13513-ski-occasion-junior-blizzard-cochise-fixations.html,13513,Ski occasion junior Blizzard cochise + fixations,29,,,Piste,Loisir,Junior,"Ski Junior, pour les skieurs qui recherchent un ski souple mais accrocheur. Corrige les jeunes skieurs en sortie de virage afin d'éviter le décrochage de la carre arrière. Equipé de la technologie IQ qui lui confère légèreté, précision, fluidité et accroche. Année : 2015Rayon de 7m pour un ski de 110 cmLigne de côte : 105 68 93"
53,https://freeglisse.com/fr/ski-occasion-junior-loisir/14425-ski-occasion-junior-k2-luv-bug-fixations.html,14425,Ski occasion junior K2 Luv Bug + fixations,29,,,All mountain,Loisir sport,Fille,"À la recherche d’un ski junior rapide et polyvalent ? Ne cherchez plus. Le Luv Bug procure facilité et stabilité, avec un joli look et un joli touché de neige pour les skieuses juniors. Vous pouvez être certaines qu’elles y reviendront encore et encore. Année : 2011Prix neuf : 139 €Lignes de côte : 95 70 91 pour un ski de 112 cm"
54,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/15705-ski-occasion-salomon-scrambler-400-fixations.html,15705,Ski occasion Salomon Scrambler 400 + Fixations,29,,,All mountain,Loisir,Mixte,"Les skis Salomon Scrambler 400 amènent toute la montagne à votre porte. Si vous cherchez un ski adapté à toutes les conditions, le Scrambler 400 est fait pour vous. Avec sa construction Spaceframe, ses coupes latérales sur-formées et sa taille plus large, les skieurs avancés peuvent s'amuser dès le matin sur neige fraichement damée ou l'après midi sur neige bien poncée. Lignes de cote: 118 70 105Rayon de 13.3 m pour un ski de 165 cmAnnée : 2007"
55,https://freeglisse.com/fr/ski-occasion-junior-pas-cher/14270-ski-occasion-junior-salomon-streetracer-gris-fixations.html,14270,Ski occasion junior Salomon Streetracer Gris + fixations,29,,,Piste,Loisir,Junior,"Ski léger et vif, il est parfait pour l’initiation et le perfectionnement sur piste.Lignes de côte : 100 64 89Rayon de 12.2 m pour un ski de 140 cm"
56,https://freeglisse.com/fr/ski-occasion-junior-pas-cher/14368-ski-occasion-junior-atomic-rascal-fixations.html,14368,Ski occasion junior Atomic rascal + fixations,29,,,Piste,Loisir,Junior,Le RASCAL combine une géométrie junior testée et approuvée avec le design du ski adulte signé par le héros freeski Chris Benchetler.Ligne de côtes: 106-65-86Année: 2012Prix neuf: 179 euros
57,https://freeglisse.com/fr/ski-occasion-junior-pas-cher/12476-ski-occasion-junior-dynamic-zr-57-fixations.html,12476,Ski occasion junior Dynamic ZR 57 + fixations,29,4.2, 5,Piste,Loisir,Junior,Il permettra au futur champion de se familiariser avec la glisse.
58,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/11702-ski-occasion-dynamic-vr07-fixations.html,11702,Ski occasion Dynamic VR07 + fixations,29,,,Piste,Loisir,Mixte,"Avec le VR07, Dynamic crée l'accessibilité pour tous, tout en gardant les qualités et l'histoire propre à cette marque.Lignes de Cotes : 116 72 100Rayon: 13m pour un ski en 152cm Année: 2013Prix neuf: 277 euros"
59,https://freeglisse.com/fr/ski-occasion-junior-loisir/12394-ski-occasion-junior-rossignol-fun-girl-fixations.html,12394,Ski occasion junior Rossignol fun Girl + fixations,29,4, 1,Piste,Loisir,Fille,"Le Fun Girl, c'est LE ski des jeunes skieuses débutantes et intermédiaires qui se rêvent danseuse étoile des montagnes et aiment jouer à cache-cache dans les sapins. Lignes de côte : 98 65 85Rayon de 12 m pour un ski de 130 cm"
60,https://freeglisse.com/fr/ski-occasion-junior-pas-cher/14258-ski-occasion-junior-head-xrc-50-fixations.html,14258,Ski occasion junior Head XRC 50 + fixations,29,,,Piste,Loisir,Junior,"Le Head XRC 50 a une ligne de cotes très polyvalente, ce qui en fait le ski junior polyvalent parfait. L'outil d'apprentissage préféré pour les leçons de sculpture moderne."
61,https://freeglisse.com/fr/ski-occasion-adulte-pas-cher/13171-ski-occasion-salomon-scrambler-spaceframe-fixations.html,13171,Ski occasion Salomon Scrambler spaceframe + fixations,29,,,Piste,Loisir,Mixte,Le ski référence qui allie stabilité précision et performance. Idéal pour les skieurs confirmés sans la prétention de la compétition.Ligne de côtes: 123-73-109Rayon de 14.5m pour le 175cm
62,https://freeglisse.com/fr/ski-occasion-adulte-all-mountain/12912-ski-occasion-salomon-bbr-v-shape-79-fixations.html,12912,Ski occasion Salomon BBR V Shape 7.9 + fixations,31.5,5, 1,Piste,Loisir sport,Mixte,Le BBR propose une conception totalement inédite en termes de ligne de cotes et de forme. Sa spatule surdimensionnée inspirée des planches de surf offre une excellente portance sur neige molle et une remarquable absorption des chocs. De plus son talon étroit et sa ligne de cotes à rayon de virage court permettent un carving rapide et précis sur piste. TECHNOLOGIE : Noyau 100% bois chants droits forme en V pulse pad grande taille talon semi twintip renforcement optimal des carres.Lignes de cotes : 140 79 102Rayon de 11.5 m pour un ski de 169 cmValeur du ski neuf : 530 €Année: 2012
